entity_id,entity_type,is_mule,passthrough_ratio,fan_in_count,fan_out_count,layering_depth,sim_switch_count,device_share_count,account_age_days,total_turnover,odd_hour_txn_count,betweenness_centrality,pagerank,in_degree,out_degree,unique_counterparties
INNOCENT_0173,INNOCENT,False,0.0923,4,2,1,1,2,2767.0572,170096.3081,1,0.0179,0.003,7,3,3
INNOCENT_0174,INNOCENT,False,0.1051,4,3,1,1,1,1936.9191,128166.4148,2,0.0688,0.0075,3,2,5
INNOCENT_0175,INNOCENT,False,0.3331,3,2,0,1,1,3597.9484,197024.2926,2,0.0639,0.0029,7,1,4
INNOCENT_0176,INNOCENT,False,0.2189,1,3,0,1,2,1508.1293,150085.6573,1,0.0267,0.0033,4,1,5
INNOCENT_0177,INNOCENT,False,0.3402,1,5,0,0,1,2778.8148,111242.244,0,0.0253,0.0022,1,2,8
INNOCENT_0178,INNOCENT,False,0.11,4,1,0,0,2,108.6389,169909.6305,1,0.0124,0.0052,2,4,8
INNOCENT_0179,INNOCENT,False,0.0287,3,3,1,1,2,69.8803,36542.231,1,0.044,0.0021,7,7,3
INNOCENT_0180,INNOCENT,False,0.264,1,4,0,1,2,1818.5102,60754.1105,2,0.0382,0.0035,6,2,9
INNOCENT_0181,INNOCENT,False,0.1409,1,3,1,0,1,1619.8262,129157.8709,0,0.0621,0.0067,5,2,8
INNOCENT_0182,INNOCENT,False,0.0411,5,3,1,1,2,184.0376,45494.4739,0,0.0364,0.0039,1,2,2
INNOCENT_0183,INNOCENT,False,0.3703,5,3,0,1,2,94.6567,185067.5321,1,0.001,0.0063,7,6,11
INNOCENT_0184,INNOCENT,False,0.3624,2,5,0,1,2,3106.2369,123151.8229,0,0.0492,0.0039,5,5,6
INNOCENT_0185,INNOCENT,False,0.2959,1,4,0,1,2,3103.3019,95021.2668,2,0.025,0.0078,4,1,9
INNOCENT_0186,INNOCENT,False,0.1476,5,1,0,0,2,3442.0976,147095.1228,1,0.0172,0.007,5,3,3
INNOCENT_0187,INNOCENT,False,0.0967,5,3,1,0,2,963.5763,138892.3915,1,0.012,0.0016,7,5,8
INNOCENT_0188,INNOCENT,False,0.1359,2,1,0,0,2,1062.1431,67674.3286,2,0.0677,0.0046,3,6,1
INNOCENT_0189,INNOCENT,False,0.3812,3,2,1,0,1,3234.0366,98363.773,0,0.0122,0.0058,1,1,1
INNOCENT_0190,INNOCENT,False,0.1146,3,1,0,0,2,1919.1927,56647.6295,1,0.0026,0.0053,3,3,4
INNOCENT_0191,INNOCENT,False,0.0435,4,3,0,0,1,1682.7013,79420.3229,2,0.0302,0.0047,6,2,7
INNOCENT_0192,INNOCENT,False,0.0087,4,3,1,0,2,393.0404,156781.2926,1,0.0754,0.0012,7,5,3
INNOCENT_0193,INNOCENT,False,0.1139,4,4,1,1,2,3393.5687,196219.9575,2,0.0356,0.0048,1,4,2
INNOCENT_0194,INNOCENT,False,0.1345,1,5,0,0,1,3080.4097,65456.3513,1,0.0384,0.0078,3,4,1
INNOCENT_0195,INNOCENT,False,0.0207,1,4,1,1,1,1854.7113,19049.6515,1,0.0744,0.0045,3,7,11
INNOCENT_0196,INNOCENT,False,0.1035,5,3,1,1,1,1041.7443,171239.5973,1,0.0312,0.0047,7,7,3
INNOCENT_0197,INNOCENT,False,0.1206,1,1,0,0,1,754.664,136326.9521,1,0.054,0.0028,2,4,4
INNOCENT_0198,INNOCENT,False,0.1395,2,4,0,0,2,3116.4942,114818.1745,1,0.0171,0.0073,4,3,9
INNOCENT_0199,INNOCENT,False,0.1978,1,3,0,1,1,2734.5414,27019.6109,0,0.075,0.0052,6,2,8
INNOCENT_0200,INNOCENT,False,0.2854,4,5,0,0,2,1909.3854,107116.7122,0,0.0142,0.0053,3,1,1
INNOCENT_0201,INNOCENT,False,0.1058,5,2,0,1,1,899.7012,55507.3276,2,0.0223,0.0024,1,7,5
INNOCENT_0202,INNOCENT,False,0.1541,5,2,0,0,1,121.2419,41220.7457,0,0.0605,0.0079,3,7,1
INNOCENT_0203,INNOCENT,False,0.2127,3,5,0,0,2,2798.4192,169010.1992,1,0.0347,0.0064,7,5,9
INNOCENT_0204,INNOCENT,False,0.1234,1,5,0,0,2,2817.7284,19560.9102,2,0.0525,0.0012,5,6,9
INNOCENT_0205,INNOCENT,False,0.241,4,3,1,0,1,1028.8443,83421.3268,2,0.0359,0.0029,1,7,5
INNOCENT_0206,INNOCENT,False,0.17,1,5,0,0,2,1572.0149,66233.7364,2,0.0402,0.0039,4,2,5
INNOCENT_0207,INNOCENT,False,0.0607,3,4,0,1,2,1526.5378,164958.5598,2,0.0776,0.0065,2,4,11
INNOCENT_0208,INNOCENT,False,0.3353,1,1,1,1,2,2991.983,117248.2677,0,0.0211,0.0075,7,1,4
INNOCENT_0209,INNOCENT,False,0.2884,3,2,0,0,2,2983.5624,14437.9356,1,0.0207,0.0056,4,3,2
INNOCENT_0210,INNOCENT,False,0.3748,2,5,0,0,1,2157.2386,143894.405,0,0.0354,0.0021,5,1,8
INNOCENT_0211,INNOCENT,False,0.1821,5,2,1,0,1,3368.9347,18464.1172,2,0.0744,0.0076,1,3,4
INNOCENT_0212,INNOCENT,False,0.1421,4,3,1,0,1,3282.1189,51408.2125,0,0.0564,0.0015,5,1,2
INNOCENT_0213,INNOCENT,False,0.1356,4,3,1,0,1,3468.462,149954.3789,1,0.0109,0.0032,7,7,5
INNOCENT_0214,INNOCENT,False,0.2149,3,2,1,0,1,951.4685,77798.337,1,0.0158,0.0028,3,5,4
INNOCENT_0215,INNOCENT,False,0.1382,2,4,1,1,2,1401.502,117916.379,0,0.0418,0.0074,7,7,9
INNOCENT_0216,INNOCENT,False,0.0235,4,3,1,1,2,1689.3222,19464.3054,2,0.045,0.0019,5,6,1
INNOCENT_0217,INNOCENT,False,0.2894,3,5,1,1,2,2247.0304,151159.4888,1,0.0695,0.0013,6,1,7
INNOCENT_0218,INNOCENT,False,0.0865,1,5,1,1,1,710.9373,68465.7016,1,0.0563,0.0024,5,1,6
INNOCENT_0219,INNOCENT,False,0.3057,5,1,0,0,1,3548.894,141928.7129,1,0.0246,0.0031,5,5,1
INNOCENT_0220,INNOCENT,False,0.2914,4,1,1,0,2,3464.923,151544.1065,2,0.0377,0.0044,7,4,2
INNOCENT_0221,INNOCENT,False,0.2087,2,3,0,0,2,3281.1947,199006.874,2,0.0308,0.0023,1,6,4
INNOCENT_0222,INNOCENT,False,0.115,2,1,0,1,2,3357.669,7485.8962,1,0.0054,0.0038,6,1,4
INNOCENT_0223,INNOCENT,False,0.3944,2,2,0,0,1,2106.5792,100101.6599,2,0.0301,0.0068,5,3,2
INNOCENT_0224,INNOCENT,False,0.1714,1,4,0,1,2,2085.2391,14758.8491,1,0.0136,0.0015,4,6,11
INNOCENT_0225,INNOCENT,False,0.2895,2,1,0,1,2,3054.6193,18696.8199,0,0.0045,0.007,1,6,3
INNOCENT_0226,INNOCENT,False,0.2193,4,3,0,1,2,1842.3922,197829.296,1,0.012,0.0068,7,1,4
INNOCENT_0227,INNOCENT,False,0.3545,3,1,1,1,2,983.2086,84296.3835,0,0.0417,0.0042,3,3,4
INNOCENT_0228,INNOCENT,False,0.1222,4,2,1,0,1,3187.0176,120821.759,0,0.0107,0.0059,7,6,2
INNOCENT_0229,INNOCENT,False,0.0602,2,3,0,0,1,2789.3499,197450.0801,0,0.0598,0.0015,1,6,7
INNOCENT_0230,INNOCENT,False,0.3024,5,2,1,0,1,3618.3056,52265.8671,1,0.0152,0.0019,3,4,7
INNOCENT_0231,INNOCENT,False,0.3169,3,4,1,0,2,2946.8972,50206.1495,1,0.0238,0.0033,4,4,11
INNOCENT_0232,INNOCENT,False,0.2728,5,5,0,0,1,1793.3578,22350.1244,1,0.0189,0.0047,1,1,10
INNOCENT_0233,INNOCENT,False,0.0495,5,1,0,1,2,380.903,180155.3418,2,0.0055,0.0058,6,6,7
INNOCENT_0234,INNOCENT,False,0.3029,1,5,1,1,2,1197.3172,139757.4587,1,0.0766,0.0051,2,5,5
INNOCENT_0235,INNOCENT,False,0.3024,3,2,1,0,1,762.7071,108348.114,1,0.0457,0.0013,4,4,5
INNOCENT_0236,INNOCENT,False,0.2332,4,3,0,1,2,2352.4009,158258.3879,2,0.05,0.0048,1,5,9
INNOCENT_0237,INNOCENT,False,0.1093,1,5,1,1,2,2488.1666,18991.2076,1,0.0177,0.0061,5,7,10
INNOCENT_0238,INNOCENT,False,0.2374,5,3,0,0,2,3158.0722,144940.7459,1,0.0416,0.0036,3,1,9
INNOCENT_0239,INNOCENT,False,0.0772,1,1,0,1,2,1858.6553,47733.1925,2,0.0271,0.0067,1,6,5
INNOCENT_0240,INNOCENT,False,0.309,5,5,1,0,2,3501.9277,81025.4769,1,0.0041,0.0075,7,7,8
INNOCENT_0241,INNOCENT,False,0.2209,3,4,0,1,2,1834.9321,7741.6812,1,0.076,0.0068,5,6,4
INNOCENT_0242,INNOCENT,False,0.0213,3,5,1,1,1,2355.189,93057.4121,1,0.0336,0.0018,2,1,8
INNOCENT_0243,INNOCENT,False,0.3347,2,2,0,0,1,2015.9829,43811.1124,1,0.0451,0.0036,2,6,7
INNOCENT_0244,INNOCENT,False,0.3649,3,1,1,1,1,3031.2971,126625.8975,2,0.0496,0.0055,4,5,6
INNOCENT_0245,INNOCENT,False,0.3832,1,5,1,0,2,1395.7603,3467.0456,2,0.0406,0.0041,4,4,4
INNOCENT_0246,INNOCENT,False,0.0999,1,3,1,0,1,655.9969,64613.448,2,0.0235,0.0048,2,4,2
INNOCENT_0247,INNOCENT,False,0.38,4,2,0,1,2,120.6455,53215.3061,0,0.0025,0.0053,4,5,8
INNOCENT_0248,INNOCENT,False,0.2987,2,3,1,1,1,179.336,20890.4193,1,0.0524,0.008,3,1,8
INNOCENT_0249,INNOCENT,False,0.3004,3,3,1,0,2,2274.0958,139648.2641,2,0.0098,0.0075,7,3,1
INNOCENT_0250,INNOCENT,False,0.3345,2,1,1,0,1,1641.8293,67537.4861,0,0.0133,0.0042,1,3,10
INNOCENT_0251,INNOCENT,False,0.3573,4,4,1,1,1,1099.3147,182750.3411,1,0.0325,0.0076,1,4,11
INNOCENT_0252,INNOCENT,False,0.1645,5,4,1,0,2,144.3244,29687.2726,2,0.0491,0.0026,6,5,1
INNOCENT_0253,INNOCENT,False,0.3547,2,5,1,1,1,2827.8802,54956.4394,0,0.0158,0.007,4,4,10
INNOCENT_0254,INNOCENT,False,0.3609,2,5,1,1,1,3403.2039,114671.4251,0,0.0338,0.0049,3,3,1
INNOCENT_0255,INNOCENT,False,0.0965,2,5,0,1,1,3243.6973,126400.2419,2,0.0343,0.0043,4,5,3
INNOCENT_0256,INNOCENT,False,0.3292,2,1,1,1,2,2111.0259,172722.3486,2,0.0233,0.0072,3,6,11
INNOCENT_0257,INNOCENT,False,0.2658,4,1,1,0,2,1550.9895,162969.2211,1,0.0362,0.0075,6,2,5
INNOCENT_0258,INNOCENT,False,0.2262,3,1,1,0,1,1465.5209,79422.7338,2,0.0197,0.0044,4,6,5
INNOCENT_0259,INNOCENT,False,0.028,5,4,1,0,1,2253.7003,90007.8617,0,0.0378,0.0051,3,2,6
INNOCENT_0260,INNOCENT,False,0.1889,4,5,1,1,1,2928.0892,170876.4831,1,0.0123,0.0051,5,2,9
INNOCENT_0261,INNOCENT,False,0.0955,4,4,1,0,1,1880.3404,189780.6471,1,0.0701,0.0079,3,4,10
INNOCENT_0262,INNOCENT,False,0.0663,5,5,1,0,2,3182.0548,138061.6903,1,0.0426,0.0037,6,6,7
INNOCENT_0263,INNOCENT,False,0.1874,4,3,1,0,1,646.8173,128917.9491,2,0.0198,0.0027,7,6,2
INNOCENT_0264,INNOCENT,False,0.3442,5,2,0,1,2,73.9501,111740.732,2,0.041,0.0067,2,3,8
INNOCENT_0265,INNOCENT,False,0.0672,3,2,1,1,2,524.7212,79297.9577,1,0.0002,0.0031,7,2,7
INNOCENT_0266,INNOCENT,False,0.1336,3,2,1,0,2,1947.2434,141632.4883,0,0.046,0.0017,3,6,6
INNOCENT_0267,INNOCENT,False,0.3059,1,5,0,0,2,776.7079,38145.7586,2,0.0026,0.0026,4,1,8
INNOCENT_0268,INNOCENT,False,0.335,1,1,1,1,1,3178.2572,139987.2824,2,0.0539,0.0047,4,5,9
INNOCENT_0269,INNOCENT,False,0.0402,5,3,0,0,1,3450.1947,89607.8277,0,0.0673,0.0079,5,2,2
INNOCENT_0270,INNOCENT,False,0.3198,2,5,0,0,1,1314.1057,130070.7615,2,0.0411,0.0028,4,1,6
INNOCENT_0271,INNOCENT,False,0.0413,1,1,1,0,1,814.213,138685.1334,0,0.0431,0.0075,5,4,5
INNOCENT_0272,INNOCENT,False,0.3343,4,1,0,1,1,3094.6855,116353.2791,2,0.0501,0.0035,4,5,9
INNOCENT_0273,INNOCENT,False,0.3993,4,1,0,1,1,2187.0058,24685.8058,0,0.0263,0.0061,2,6,3
INNOCENT_0274,INNOCENT,False,0.0663,1,1,0,1,1,174.6062,6630.1688,2,0.0447,0.003,6,5,3
INNOCENT_0275,INNOCENT,False,0.3693,3,4,0,1,2,225.6766,191216.2463,2,0.0591,0.0043,7,2,3
INNOCENT_0276,INNOCENT,False,0.325,3,4,0,0,2,1705.3322,165455.6994,1,0.0547,0.0055,7,5,6
INNOCENT_0277,INNOCENT,False,0.1487,2,4,0,0,2,1597.4535,88209.4331,2,0.0168,0.0051,2,7,3
INNOCENT_0278,INNOCENT,False,0.0257,1,4,1,0,2,1591.3722,163193.9199,1,0.0257,0.0063,2,7,6
INNOCENT_0279,INNOCENT,False,0.1727,4,1,1,0,1,1530.2267,105531.3496,0,0.0083,0.0039,3,6,2
INNOCENT_0280,INNOCENT,False,0.1642,4,3,0,1,1,2279.6794,92089.3021,0,0.0016,0.0027,7,1,10
INNOCENT_0281,INNOCENT,False,0.1098,2,1,0,0,2,33.5838,33212.0028,0,0.044,0.0033,1,4,7
INNOCENT_0282,INNOCENT,False,0.0887,3,1,0,1,1,489.2287,30162.8185,0,0.0785,0.0053,5,5,6
INNOCENT_0283,INNOCENT,False,0.0354,5,2,1,0,1,2285.5188,84596.6295,0,0.0745,0.002,3,3,11
INNOCENT_0284,INNOCENT,False,0.1517,4,4,0,1,2,3370.769,113994.4657,0,0.0564,0.002,4,4,2
INNOCENT_0285,INNOCENT,False,0.1825,4,2,0,1,1,3122.9019,7859.7276,0,0.08,0.0011,5,7,2
INNOCENT_0286,INNOCENT,False,0.2697,4,1,0,1,1,2159.0898,73671.7559,2,0.0558,0.0052,5,2,11
INNOCENT_0287,INNOCENT,False,0.3528,3,5,1,1,1,1194.1345,18091.3557,2,0.0009,0.0079,2,6,3
INNOCENT_0288,INNOCENT,False,0.326,5,1,1,0,2,1204.3485,159871.8117,1,0.0766,0.0071,7,2,2
INNOCENT_0289,INNOCENT,False,0.0592,4,3,1,1,2,1247.6995,32248.074,1,0.0198,0.0074,1,2,9
INNOCENT_0290,INNOCENT,False,0.3879,5,1,1,1,1,1995.449,64770.5222,0,0.0227,0.005,7,2,3
INNOCENT_0291,INNOCENT,False,0.2603,3,2,0,0,2,1860.7234,164086.0664,0,0.0568,0.006,5,5,10
INNOCENT_0292,INNOCENT,False,0.2454,5,2,1,0,2,270.1971,49017.3969,1,0.0049,0.0048,7,2,3
INNOCENT_0293,INNOCENT,False,0.3163,4,5,1,0,1,2017.2154,113039.1413,0,0.0524,0.0025,4,6,11
INNOCENT_0294,INNOCENT,False,0.0392,4,5,1,1,1,2729.3435,17811.6982,0,0.062,0.0051,4,1,4
INNOCENT_0295,INNOCENT,False,0.3003,1,2,0,0,2,2788.7043,139939.8587,1,0.0567,0.0076,2,2,2
INNOCENT_0296,INNOCENT,False,0.1305,3,2,0,0,1,1746.7581,114575.3906,2,0.0251,0.002,3,2,10
INNOCENT_0297,INNOCENT,False,0.241,5,4,0,0,2,263.3359,51524.3265,1,0.0788,0.0059,2,6,7
INNOCENT_0298,INNOCENT,False,0.002,2,1,1,1,2,3375.895,153180.1196,1,0.0358,0.0062,2,7,2
INNOCENT_0299,INNOCENT,False,0.257,3,4,1,1,1,3239.3396,20411.3966,2,0.0626,0.0053,5,7,6
INNOCENT_0300,INNOCENT,False,0.2469,1,1,1,0,2,2193.9612,88938.3137,0,0.0196,0.0072,3,3,1
INNOCENT_0301,INNOCENT,False,0.1639,3,4,0,0,2,1653.4189,4235.1649,1,0.0653,0.0061,7,1,10
INNOCENT_0302,INNOCENT,False,0.3627,4,2,0,1,1,997.6248,45168.498,1,0.0091,0.0056,3,6,10
INNOCENT_0303,INNOCENT,False,0.1265,4,5,0,0,1,2009.4647,183898.3385,1,0.0733,0.007,7,3,11
INNOCENT_0304,INNOCENT,False,0.1862,5,1,0,0,1,962.8273,34818.1777,1,0.0763,0.0024,1,7,8
INNOCENT_0305,INNOCENT,False,0.2564,4,1,1,1,1,2370.0659,38151.7315,0,0.0241,0.0028,7,3,8
INNOCENT_0306,INNOCENT,False,0.2626,1,3,0,1,1,2467.4485,54851.5283,0,0.0218,0.0021,7,3,9
INNOCENT_0307,INNOCENT,False,0.1817,2,1,0,1,1,1991.0936,26646.6035,1,0.0755,0.004,5,2,10
INNOCENT_0308,INNOCENT,False,0.0393,4,1,0,1,2,3081.8708,12306.718,2,0.0622,0.0036,1,3,7
INNOCENT_0309,INNOCENT,False,0.3984,1,1,0,0,2,2344.9699,147281.0084,0,0.0687,0.0023,5,3,1
INNOCENT_0310,INNOCENT,False,0.2394,2,2,1,0,1,1230.9325,14976.4408,0,0.0046,0.0074,4,3,9
INNOCENT_0311,INNOCENT,False,0.3857,5,5,0,0,2,2204.9137,138438.7675,0,0.0151,0.0015,1,6,7
INNOCENT_0312,INNOCENT,False,0.3946,4,4,0,1,2,2484.4018,8996.133,2,0.0694,0.0036,5,1,1
INNOCENT_0313,INNOCENT,False,0.3748,3,4,0,1,1,659.0723,12480.8417,2,0.0582,0.007,1,2,2
INNOCENT_0314,INNOCENT,False,0.1153,2,1,1,0,1,2563.7183,129927.6187,1,0.031,0.0049,5,1,7
INNOCENT_0315,INNOCENT,False,0.3727,1,3,1,0,2,3348.3826,130229.1308,1,0.0333,0.001,7,2,1
INNOCENT_0316,INNOCENT,False,0.0438,5,1,1,0,1,2892.1487,118452.4416,2,0.0117,0.0062,2,3,7
INNOCENT_0317,INNOCENT,False,0.1122,1,1,0,1,1,2968.97,152225.3531,0,0.0111,0.0067,5,7,8
INNOCENT_0318,INNOCENT,False,0.0779,2,4,0,0,1,435.8859,104142.5509,1,0.008,0.0021,1,1,5
INNOCENT_0319,INNOCENT,False,0.1139,5,2,0,1,1,3281.6666,113030.2164,2,0.024,0.0018,7,7,7
INNOCENT_0320,INNOCENT,False,0.1382,2,5,1,1,1,3546.3197,111049.5883,1,0.0217,0.0044,5,1,4
INNOCENT_0321,INNOCENT,False,0.0406,5,5,0,0,2,185.57,16784.0629,0,0.0057,0.0043,5,6,4
INNOCENT_0322,INNOCENT,False,0.0912,3,1,1,1,1,537.4507,191976.5626,2,0.0476,0.0055,5,5,7
INNOCENT_0323,INNOCENT,False,0.3279,4,1,0,0,2,1202.2537,21946.2612,1,0.0027,0.0029,5,1,2
INNOCENT_0324,INNOCENT,False,0.0763,5,4,0,1,1,356.4226,87241.4094,1,0.0282,0.006,6,5,7
INNOCENT_0325,INNOCENT,False,0.1948,3,1,1,0,2,1829.066,96365.3,0,0.0754,0.0032,1,4,3
INNOCENT_0326,INNOCENT,False,0.3998,1,4,0,0,2,122.3157,120324.161,0,0.0057,0.0075,6,7,6
INNOCENT_0327,INNOCENT,False,0.2467,3,3,0,0,1,2699.6068,21255.4118,0,0.0249,0.0011,1,7,5
INNOCENT_0328,INNOCENT,False,0.2831,1,5,1,1,1,1501.538,169905.6449,2,0.0405,0.0026,1,7,6
INNOCENT_0329,INNOCENT,False,0.0105,2,1,0,0,1,1301.8859,105408.8344,1,0.0234,0.0046,7,2,4
INNOCENT_0330,INNOCENT,False,0.3287,2,1,0,0,2,2462.2331,159309.515,1,0.0472,0.0064,3,3,10
INNOCENT_0331,INNOCENT,False,0.0464,1,5,0,0,1,1823.6787,71907.1792,1,0.0384,0.0057,4,2,8
INNOCENT_0332,INNOCENT,False,0.1272,1,2,0,1,2,1169.2137,66733.2593,1,0.0555,0.0055,3,1,5
INNOCENT_0333,INNOCENT,False,0.3571,3,3,0,1,2,620.7049,101942.4779,2,0.0008,0.0074,3,4,6
INNOCENT_0334,INNOCENT,False,0.3817,1,2,0,1,1,2045.7333,41332.8798,2,0.0548,0.0048,7,7,6
INNOCENT_0335,INNOCENT,False,0.1074,3,5,0,0,2,3556.2768,6640.4103,0,0.0742,0.0015,6,6,2
INNOCENT_0336,INNOCENT,False,0.2768,3,4,1,0,2,1924.7943,181532.2773,2,0.0702,0.0067,3,4,5
INNOCENT_0337,INNOCENT,False,0.2024,2,4,0,1,2,514.9975,102723.4195,1,0.024,0.0026,1,4,7
INNOCENT_0338,INNOCENT,False,0.3147,4,1,0,1,1,1269.014,132141.8091,2,0.0322,0.0021,3,4,8
INNOCENT_0339,INNOCENT,False,0.3514,1,4,1,0,2,2066.3518,111962.1196,2,0.0198,0.0015,7,2,7
INNOCENT_0340,INNOCENT,False,0.1315,3,2,0,0,2,985.802,38383.8511,1,0.0032,0.0036,1,7,2
INNOCENT_0341,INNOCENT,False,0.2716,2,4,1,0,1,3004.3395,138684.0523,2,0.0001,0.0012,4,2,11
INNOCENT_0342,INNOCENT,False,0.3129,2,5,0,1,1,2896.4872,90778.0031,0,0.0632,0.001,3,3,9
INNOCENT_0343,INNOCENT,False,0.3172,4,1,1,0,1,1153.5126,193386.0288,2,0.0358,0.0049,4,4,5
INNOCENT_0344,INNOCENT,False,0.2211,4,3,1,1,1,3404.2391,113294.945,2,0.0354,0.0059,1,6,10
INNOCENT_0345,INNOCENT,False,0.28,3,1,1,0,2,2731.0035,42520.4212,1,0.0471,0.001,4,7,10
INNOCENT_0346,INNOCENT,False,0.244,2,1,1,1,1,2775.0443,79016.4499,2,0.0683,0.0039,7,4,5
INNOCENT_0347,INNOCENT,False,0.2579,1,5,1,0,2,1827.5429,162177.3583,1,0.0222,0.0077,5,5,8
INNOCENT_0348,INNOCENT,False,0.3952,2,5,0,1,2,2236.1343,35261.9621,2,0.0435,0.0064,4,4,7
INNOCENT_0349,INNOCENT,False,0.0439,5,3,0,1,2,1595.0176,22608.723,2,0.067,0.0044,2,4,1
INNOCENT_0350,INNOCENT,False,0.0066,1,3,0,0,2,2909.0709,46431.045,2,0.0474,0.0021,2,3,4
INNOCENT_0351,INNOCENT,False,0.2176,5,3,1,0,1,1224.6881,94719.4756,1,0.0798,0.0018,4,2,10
INNOCENT_0352,INNOCENT,False,0.3455,4,3,0,0,1,1088.7331,160022.3822,1,0.0399,0.0075,4,5,5
INNOCENT_0353,INNOCENT,False,0.2844,3,4,1,0,2,697.6944,194696.3881,0,0.0689,0.0044,6,4,10
INNOCENT_0354,INNOCENT,False,0.1227,1,4,1,0,1,1643.5522,65141.6239,0,0.031,0.0067,3,2,9
INNOCENT_0355,INNOCENT,False,0.0295,4,1,1,1,2,1484.1496,144773.0868,1,0.0641,0.0037,7,1,6
INNOCENT_0356,INNOCENT,False,0.3117,2,2,0,1,1,2947.6859,18273.2882,0,0.0036,0.008,4,7,9
INNOCENT_0357,INNOCENT,False,0.3805,5,2,0,1,1,500.6905,100740.6176,2,0.0748,0.001,2,4,2
INNOCENT_0358,INNOCENT,False,0.0986,4,1,0,0,1,1215.5937,123389.852,1,0.0712,0.0052,5,5,5
INNOCENT_0359,INNOCENT,False,0.0639,2,5,0,0,2,2280.9572,56224.7128,2,0.0668,0.0057,4,3,7
INNOCENT_0360,INNOCENT,False,0.3541,2,4,1,1,1,415.127,193063.2813,0,0.0479,0.0039,4,5,4
INNOCENT_0361,INNOCENT,False,0.3289,1,1,0,0,2,1964.45,56037.8307,2,0.0653,0.0022,1,4,1
INNOCENT_0362,INNOCENT,False,0.3024,2,2,0,0,1,3140.2261,60168.5757,0,0.0168,0.0032,4,2,9
INNOCENT_0363,INNOCENT,False,0.0332,2,3,0,1,1,3213.67,12400.8586,0,0.0727,0.0072,2,2,8
INNOCENT_0364,INNOCENT,False,0.0962,2,3,0,0,1,1405.5942,115588.4994,0,0.0288,0.0053,6,3,1
INNOCENT_0365,INNOCENT,False,0.3163,2,4,1,0,1,2098.8872,56354.2945,2,0.059,0.0022,1,7,5
INNOCENT_0366,INNOCENT,False,0.1948,1,1,1,0,2,3477.275,123411.9824,1,0.0305,0.0013,2,5,7
INNOCENT_0367,INNOCENT,False,0.217,1,2,1,1,1,1113.8696,10429.4625,1,0.0344,0.0072,1,1,3
INNOCENT_0368,INNOCENT,False,0.2296,5,4,1,0,1,1229.222,134348.5417,0,0.0351,0.0061,6,7,3
INNOCENT_0369,INNOCENT,False,0.3969,4,3,1,1,2,3043.1662,146322.8867,1,0.0748,0.0043,6,2,8
INNOCENT_0370,INNOCENT,False,0.206,4,5,0,0,2,2923.6636,192415.3342,2,0.0199,0.006,1,6,6
INNOCENT_0371,INNOCENT,False,0.3628,5,3,1,1,2,635.5942,195017.5778,0,0.058,0.0066,2,6,5
INNOCENT_0372,INNOCENT,False,0.0845,3,1,0,1,2,356.2959,143686.8751,1,0.02,0.0071,6,3,7
INNOCENT_0373,INNOCENT,False,0.0339,2,4,1,1,1,2749.75,93455.9149,1,0.0209,0.0029,3,1,11
INNOCENT_0374,INNOCENT,False,0.066,1,5,0,0,1,930.2592,12624.4615,0,0.0632,0.0046,2,3,3
INNOCENT_0375,INNOCENT,False,0.2523,4,4,1,0,2,2494.0753,163745.3695,1,0.0393,0.0059,6,5,1
INNOCENT_0376,INNOCENT,False,0.3032,1,5,1,0,1,3407.3877,46011.5891,2,0.042,0.0075,2,7,6
INNOCENT_0377,INNOCENT,False,0.1396,1,4,1,0,1,1205.6697,5634.9209,2,0.045,0.0056,2,4,8
INNOCENT_0378,INNOCENT,False,0.3113,4,3,0,0,1,778.0,63165.1746,0,0.0143,0.0011,1,2,5
INNOCENT_0379,INNOCENT,False,0.2518,4,4,1,0,2,2085.2771,28373.7132,2,0.0049,0.004,4,3,5
INNOCENT_0380,INNOCENT,False,0.1711,1,2,0,1,2,2812.0315,125922.6671,2,0.0431,0.0012,4,6,5
INNOCENT_0381,INNOCENT,False,0.1083,3,1,0,1,2,2290.1913,95706.5745,1,0.0331,0.0043,5,2,4
INNOCENT_0382,INNOCENT,False,0.1759,4,4,1,0,2,1054.3859,136829.3989,2,0.0514,0.0056,1,5,1
INNOCENT_0383,INNOCENT,False,0.2033,5,2,1,1,2,885.2886,57377.862,1,0.0222,0.0036,3,6,5
INNOCENT_0384,INNOCENT,False,0.2415,2,2,0,1,1,2586.6037,17207.0538,1,0.0376,0.0012,7,5,1
INNOCENT_0385,INNOCENT,False,0.3797,2,3,0,0,2,961.743,124402.4132,2,0.0297,0.0024,4,2,2
INNOCENT_0386,INNOCENT,False,0.048,3,5,1,0,1,3479.6022,4976.0049,0,0.0335,0.006,4,7,6
INNOCENT_0387,INNOCENT,False,0.1855,4,2,1,0,1,3602.5498,170028.9188,2,0.0204,0.002,7,6,8
INNOCENT_0388,INNOCENT,False,0.2063,4,3,1,1,2,1156.0511,80613.2447,1,0.0107,0.0023,4,2,9
INNOCENT_0389,INNOCENT,False,0.2819,5,2,1,0,1,2449.9493,162768.1642,1,0.0438,0.0067,7,2,6
INNOCENT_0390,INNOCENT,False,0.1898,5,5,0,0,2,1133.7791,104221.6439,1,0.0436,0.0056,6,4,6
INNOCENT_0391,INNOCENT,False,0.3467,2,1,0,0,2,780.6191,112451.4378,0,0.0663,0.002,4,1,11
